City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,lebu,-37.6167,-73.65,286.34,94,100,2.42,CL,1713478505
83,ribeira grande,38.5167,-28.7,290.25,93,19,4.02,PT,1713478505
84,subkhankulovo,54.5574,53.8115,289.76,70,76,2.63,RU,1713478506
85,hithadhoo,-0.6,73.0833,302.04,76,27,4.04,MV,1713478370
86,yafran,32.0633,12.5286,292.72,56,15,0.13,LY,1713478507
87,kampong chhnang,12.1667,104.55,299.11,79,30,4.17,KH,1713478507
88,buka,40.8108,69.1986,289.64,64,91,0.47,UZ,1713478508
89,ta`u,-14.2336,-169.5144,302.07,77,61,6.63,AS,1713478508
90,iskateley,67.6803,53.1512,258.16,93,100,3.58,RU,1713478509
91,sidi okba,34.7451,5.8983,298.1,32,9,3.88,DZ,1713478512
92,vilyuchinsk,52.9306,158.4028,275.33,96,100,1.1,RU,1713478512
93,punta arenas,-53.15,-70.9167,281.21,93,100,3.6,CL,1713478512
94,vegreville,53.5001,-112.0518,274.2,40,100,6.53,CA,1713478516
95,yellowknife,62.456,-114.3525,273.94,67,1,3.58,CA,1713478317
96,kerikeri,-35.2268,173.9474,292.52,72,59,2.78,NZ,1713478516
97,avarua,-21.2078,-159.775,301.18,78,40,6.69,CK,1713478517
98,college,64.8569,-147.8028,288.33,29,100,3.6,US,1713478518
99,bam,29.106,58.357,286.84,70,6,0.85,IR,1713478518
100,boaz,34.2006,-86.1664,298.71,74,0,3.6,US,1713478229
101,cidreira,-30.1811,-50.2056,292.98,70,1,3.19,BR,1713478520
102,nar'yan-mar,67.6713,53.087,258.21,93,100,3.58,RU,1713478521
103,road town,18.4167,-64.6167,300.17,74,20,2.57,VG,1713478247
104,buta,2.7858,24.73,295.34,99,100,0.51,CD,1713478521
105,dolores,-36.3132,-57.6792,286.82,73,1,2.71,AR,1713478522
106,aasiaat,68.7098,-52.8699,264.02,83,99,1.49,GL,1713478522
107,fale old settlement,-9.3852,-171.2468,302.78,74,67,5.22,TK,1713478522
108,badger,64.8,-147.5333,288.29,26,75,3.6,US,1713478523
109,inari,68.906,27.0288,263.26,97,100,1.41,FI,1713478526
110,cabo san lucas,22.8909,-109.9124,306.32,23,0,5.14,MX,1713478526
111,fulton,33.7668,-84.4499,304.03,43,0,5.14,US,1713478528
112,bridgewater,44.3835,-64.5155,282.38,47,56,4.28,CA,1713478396
113,umm kaddadah,13.6017,26.6876,302.59,8,36,6.25,SD,1713478528
114,anadyr,64.75,177.4833,255.43,84,20,7.0,RU,1713478529
115,nova vicosa,-17.8919,-39.3719,299.24,77,47,3.72,BR,1713478422
116,senanga,-16.1167,23.2667,294.87,50,5,2.87,ZM,1713478544
117,remire-montjoly,4.9167,-52.2667,298.17,100,75,2.06,GF,1713478546
118,port alfred,-33.5906,26.891,290.47,97,53,0.45,ZA,1713478546
119,ardestan,33.3761,52.3694,291.51,26,0,1.09,IR,1713478547
120,gisborne,-38.6533,178.0042,291.76,56,25,2.94,NZ,1713478390
121,shingu,33.7333,135.9833,285.97,69,0,2.17,JP,1713478548
122,revda,56.801,59.9303,282.63,96,100,1.58,RU,1713478549
123,salalah,17.0151,54.0924,301.2,83,0,0.51,OM,1713478549
124,ust-nera,64.5667,143.2,268.5,98,84,3.67,RU,1713478549
125,wailua homesteads,22.0669,-159.378,296.39,90,100,4.63,US,1713478550
126,georgetown,5.4112,100.3354,300.11,89,20,0.51,MY,1713478512
127,kavieng,-2.5744,150.7967,301.58,74,7,1.53,PG,1713478550
128,frutal,-20.0247,-48.9406,296.22,86,100,2.49,BR,1713478551
129,egilsstadir,65.2653,-14.3948,269.93,90,100,3.11,IS,1713478552
130,polyarnyy,69.1989,33.4478,256.68,97,8,2.15,RU,1713478552
131,yelizovo,53.1873,158.3805,275.26,93,100,0.0,RU,1713478552
132,denison,33.7557,-96.5367,304.05,60,0,6.17,US,1713478453
133,holualoa,19.6228,-155.9522,299.06,73,40,5.14,US,1713478555
134,luderitz,-26.6481,15.1594,288.78,89,100,3.05,NA,1713478555
135,dudinka,69.4058,86.1778,271.86,97,100,5.36,RU,1713478557
136,brokopondo,4.75,-55.1667,299.28,87,100,3.47,SR,1713478558
137,stanley,54.868,-1.6985,282.92,86,0,6.69,GB,1713478452
138,alaghsas,17.0187,8.0168,303.94,12,48,5.06,NE,1713478559
139,sitka,57.0531,-135.33,291.09,19,0,5.14,US,1713478559
140,west island,-12.1568,96.8225,301.14,78,40,5.14,CC,1713478559
141,taunggyi,20.7833,97.0333,291.75,71,26,1.9,MM,1713478560
142,atafu village,-8.5421,-172.5159,303.13,72,22,4.3,TK,1713478564
143,ghat,24.9647,10.1728,299.03,12,0,2.76,LY,1713478564
144,tongouson,5.0214,120.1328,300.65,80,100,2.63,PH,1713478566
145,morehead city,34.7229,-76.726,303.15,71,20,4.12,US,1713478566
146,berdyansk,46.7503,36.7944,284.11,89,0,8.37,UA,1713478509
147,port lincoln,-34.7333,135.8667,287.75,73,45,6.9,AU,1713478567
148,nemuro,43.3236,145.575,276.06,95,100,5.44,JP,1713478491
149,new norfolk,-42.7826,147.0587,285.33,87,60,1.17,AU,1713478567
150,kharp,66.8014,65.8081,254.1,96,98,2.18,RU,1713478569
151,darwin,-12.4611,130.8418,299.23,78,0,3.6,AU,1713478570
152,grand gaube,-20.0064,57.6608,297.8,78,88,0.89,MU,1713478570
153,alice springs,-23.7,133.8833,280.9,81,0,0.51,AU,1713478320
154,sisimiut,66.9395,-53.6735,271.13,81,100,4.37,GL,1713478572
155,callao,-12.0667,-77.15,294.31,78,75,7.2,PE,1713478557
156,karasuk,53.7377,78.0403,287.02,84,78,5.51,RU,1713478572
157,touros,-5.1989,-35.4608,300.14,81,100,3.51,BR,1713478573
158,hirara,24.8,125.2833,296.18,62,10,4.36,JP,1713478576
159,gornopravdinsk,60.05,69.9,272.2,92,99,2.48,RU,1713478576
160,portland,45.5234,-122.6762,295.32,24,20,4.63,US,1713477923
161,chilon,17.2333,-92.4167,308.7,26,0,2.31,MX,1713478581
162,hermanus,-34.4187,19.2345,288.6,88,92,3.9,ZA,1713478582
163,dhidhdhoo,6.8833,73.1,302.27,74,62,3.72,MV,1713478582
164,neryungri,56.6709,124.6491,271.03,95,100,2.65,RU,1713478582
165,ostrach,47.95,9.3833,275.82,95,30,1.24,DE,1713478583
166,novodvinsk,64.4165,40.8122,265.25,78,93,2.15,RU,1713478592
167,el calafate,-50.3408,-72.2768,282.03,90,85,5.02,AR,1713478588
168,kitimat,54.0524,-128.6534,288.51,31,0,2.38,CA,1713478593
169,zhigalovo,54.8097,105.1578,271.77,88,99,0.89,RU,1713478596
170,kupiskis,55.8333,24.9667,276.08,91,100,2.9,LT,1713478597
171,cafayate,-26.073,-65.9761,292.82,61,0,3.86,AR,1713478597
172,bubaque,11.2833,-15.8333,299.26,74,3,5.83,GW,1713478597
173,kenema,7.8767,-11.1875,300.74,78,81,2.0,SL,1713478598
174,mpanda,-6.3655,31.0409,291.71,96,19,0.65,TZ,1713478599
175,boa vista,2.8197,-60.6733,305.14,55,40,4.12,BR,1713478345
176,sirte,31.2089,16.5887,297.25,37,0,7.07,LY,1713478601
177,naze,28.3667,129.4833,290.78,69,48,3.55,JP,1713478602
178,colonia menno,-22.3667,-59.8167,294.39,48,0,2.3,PY,1713478606
179,ust-tsilma,65.441,52.1498,259.05,94,100,2.24,RU,1713478606
180,st. john's,47.5649,-52.7093,275.19,97,100,9.39,CA,1713478609
181,belle fourche,44.6714,-103.8522,281.53,24,100,10.71,US,1713478613
182,harstad,68.799,16.5293,272.12,66,56,7.6,NO,1713478613
183,ndende,-2.4008,11.3581,297.8,97,100,0.44,GA,1713478613
184,verkhniy baskunchak,48.2256,46.7217,290.76,37,100,7.01,RU,1713478614
185,tura,25.5198,90.2201,295.6,91,4,2.9,IN,1713478614
186,chake chake,-5.2459,39.7666,298.57,88,100,4.46,TZ,1713478629
187,nejo,9.5,35.5,292.36,30,77,1.38,ET,1713478630
188,barano d'ischia,40.718,13.9309,286.08,82,52,0.45,IT,1713478630
189,vilyuysk,63.7553,121.6247,273.71,86,100,3.13,RU,1713478631
190,bereket,39.2446,55.5154,294.91,28,100,3.76,TM,1713478632
191,aljezur,37.3191,-8.8033,287.65,94,100,0.95,PT,1713478632
192,onverwacht,5.5833,-55.1833,301.07,100,40,1.03,SR,1713478633
193,tazovsky,67.4667,78.7,259.53,92,100,8.85,RU,1713478633
194,thunder bay,48.4001,-89.3168,283.21,47,91,4.24,CA,1713478640
195,magadan,59.5667,150.8,272.89,82,89,0.78,RU,1713478641
196,barra de santo antonio,-9.4047,-35.5072,300.75,84,99,3.09,BR,1713478642
197,lesnoy,57.6198,63.0784,279.48,94,85,1.39,RU,1713478644
198,pioner,55.3166,85.9508,281.84,100,100,7.0,RU,1713478644
199,posto fiscal rolim de moura,-13.0833,-62.2667,298.51,87,73,1.42,BR,1713478644
200,san antonio de pale,-1.4014,5.6325,301.72,85,44,2.91,GQ,1713478648
201,petropavlovsk-kamchatsky,53.0452,158.6483,274.51,95,100,0.89,RU,1713478649
202,enewetak,11.3474,162.3373,300.61,76,98,8.19,MH,1713478649
203,santa cruz,-17.8,-63.1667,298.85,50,40,5.14,BO,1713478441
204,ciudad lazaro cardenas,17.9583,-102.2,301.14,57,18,4.79,MX,1713478654
205,swan hill,-35.3378,143.5544,285.82,73,66,3.69,AU,1713478654
206,villa avila camacho,20.3819,-97.8792,309.91,38,46,5.06,MX,1713478655
207,carnarvon,-24.8667,113.6333,298.61,32,18,7.57,AU,1713478655
208,verkhniy ufaley,56.0567,60.2306,286.68,89,100,0.94,RU,1713478655
209,usinsk,65.9939,57.5281,255.97,89,100,5.36,RU,1713478460
210,kapit,2.0167,112.9333,296.32,100,78,0.23,MY,1713478657
211,port blair,11.6667,92.75,300.47,75,42,1.38,IN,1713478658
212,tralee,52.2704,-9.7026,282.47,92,91,3.29,IE,1713478665
213,uzgen,40.7699,73.3007,287.31,50,99,2.61,KG,1713478665
214,constantia,44.1833,28.65,280.53,66,76,6.16,RO,1713478485
215,gore,-46.1028,168.9436,284.82,74,100,3.38,NZ,1713478667
216,margate,51.3813,1.3862,281.97,77,100,2.68,GB,1713478667
217,soe,-9.8607,124.284,292.26,99,100,0.43,ID,1713478668
218,udachny,66.4167,112.4,265.62,93,97,3.48,RU,1713478668
219,le port,-20.9373,55.2919,296.15,68,85,3.35,RE,1713478570
220,santa terezinha,-29.9002,-50.0904,293.64,72,3,4.38,BR,1713478669
221,lethem,3.3803,-59.7968,306.18,47,93,2.85,GY,1713478669
222,antsiranana,-12.2787,49.2917,298.71,81,74,8.45,MG,1713478670
223,inderbor,48.55,51.7833,292.92,34,0,5.55,KZ,1713478671
224,walvis bay,-22.9575,14.5053,290.56,74,7,4.06,NA,1713478671
225,warwick,41.7001,-71.4162,282.18,82,100,9.77,US,1713478672
226,aioun,16.6614,-9.6149,303.78,7,0,5.05,MR,1713478672
227,vernon,50.2581,-119.2691,287.93,17,60,1.79,CA,1713478672
228,dawson creek,55.7666,-120.2362,279.42,27,2,3.41,CA,1713478519
229,saudarkrokur,65.7461,-19.6394,267.28,90,91,1.39,IS,1713478673
230,puerto ayora,-0.7393,-90.3518,301.13,93,53,1.79,EC,1713478674
231,queenstown,-31.8976,26.8753,289.53,62,28,2.62,ZA,1713478674
232,margaret river,-33.95,115.0667,290.51,41,2,4.36,AU,1713478675
233,gaspe,48.8334,-64.4819,277.29,61,4,2.31,CA,1713478546
234,afaahiti,-17.75,-149.2833,302.63,82,72,6.78,PF,1713478680
235,port hedland,-20.3167,118.5667,298.18,23,0,5.14,AU,1713478680
236,pimentel,-6.8367,-79.9342,298.31,61,0,7.2,PE,1713478684
237,tamarin,-20.3256,57.3706,297.88,93,88,5.15,MU,1713478684
238,chernomorskoye,45.5039,32.6997,283.87,85,4,6.84,UA,1713478684
239,broome,42.2506,-75.833,285.21,93,100,3.09,US,1713478685
240,bim son,20.0781,105.8603,297.62,93,0,2.9,VN,1713478685
241,kijang,35.2442,129.2139,286.38,67,0,1.78,KR,1713478686
242,porto novo,6.4965,2.6036,301.66,82,89,4.31,BJ,1713478686
243,katsuren-haebaru,26.3369,127.8719,293.2,85,40,1.54,JP,1713478686
244,codrington,-38.2667,141.9667,286.96,71,90,8.2,AU,1713478709
245,argostolion,38.1811,20.489,287.0,80,43,2.52,GR,1713478709
246,bikenibeu village,1.3673,173.1241,304.13,74,20,3.6,KI,1713478709
247,tongliao,43.6125,122.2653,281.93,21,100,5.13,CN,1713478710
248,hilo,19.7297,-155.09,303.86,76,40,4.63,US,1713478497
249,timaru,-44.4,171.25,286.33,53,99,3.81,NZ,1713478717
250,nadvoitsy,63.8667,34.3167,262.57,97,85,2.68,RU,1713478718
251,shangmei,27.7428,111.2956,292.41,97,100,1.21,CN,1713478718
252,ceeldheer,3.8488,47.1806,300.14,82,100,6.8,SO,1713478726
253,san pedro pochutla,15.7333,-96.4667,303.99,43,1,4.82,MX,1713478726
254,novoanninskiy,50.5287,42.6747,289.02,69,58,7.0,RU,1713478733
255,kaa-khem,51.6833,94.7333,281.71,87,100,1.43,RU,1713478734
256,baharly,38.4362,57.4316,294.21,27,53,1.02,TM,1713478699
257,labytnangi,66.6572,66.4183,254.47,89,99,1.13,RU,1713478735
258,manicore,-5.8092,-61.3003,298.95,94,100,0.82,BR,1713478739
259,boca do acre,-8.7522,-67.3978,296.28,97,100,1.45,BR,1713478742
260,okha,53.5739,142.9478,273.29,91,100,4.02,RU,1713478742
261,ambikapur,23.1167,83.2,298.72,25,0,1.09,IN,1713478743
262,la sarre,48.8002,-79.1996,276.87,92,100,3.17,CA,1713478743
263,creel,27.75,-107.6333,296.66,10,0,7.59,MX,1713478744
264,anka,12.1138,5.9243,307.02,12,99,1.3,NG,1713478745
265,st. paul,44.9444,-93.0933,282.75,47,100,9.77,US,1713478695
266,hailey,43.5196,-114.3153,281.07,29,20,3.09,US,1713478746
267,nhamunda,-2.1861,-56.7131,299.34,93,97,1.05,BR,1713478746
268,carupano,10.6678,-63.2585,300.0,86,99,3.25,VE,1713478746
269,belyy yar,53.6039,91.3903,281.09,87,40,4.0,RU,1713478783
270,dunedin,-45.8742,170.5036,288.04,47,100,0.45,NZ,1713478783
271,kailua-kona,19.6406,-155.9956,301.13,72,40,5.14,US,1713478783
272,alo,7.4178,6.7371,303.28,68,92,3.37,NG,1713478785
273,landerneau,48.4525,-4.2525,282.47,84,0,1.54,FR,1713478792
274,mil'kovo,55.6078,37.7956,279.5,94,100,5.2,RU,1713478794
275,nema,57.5067,50.5011,280.49,87,100,3.93,RU,1713478794
276,elko,41.0002,-115.5012,287.39,27,6,2.68,US,1713478795
277,rongelap,11.1635,166.8941,300.38,85,50,9.71,MH,1713478797
278,labrador city,52.9463,-66.9114,275.29,56,31,1.1,CA,1713478804
279,zawadzkie,50.605,18.4847,275.38,86,58,2.68,PL,1713478804
280,celestun,20.8667,-90.4,302.22,65,0,7.95,MX,1713478805
281,kristinestad,62.2743,21.376,270.98,68,94,3.11,FI,1713478813
282,chiang klang,19.2938,100.8617,299.58,54,30,0.23,TH,1713478813
283,manggar,-2.8833,108.2667,299.14,89,100,0.64,ID,1713478814
284,kapa'a,22.0752,-159.319,297.14,90,100,4.63,US,1713478816
285,port moresby,-9.4431,147.1797,298.83,89,20,2.57,PG,1713478816
286,newman,37.3138,-121.0208,301.64,53,78,0.45,US,1713478746
287,fort bragg,35.139,-79.006,303.26,34,3,1.34,US,1713478832
288,adigrat,14.277,39.462,290.74,66,35,1.21,ET,1713478832
289,jamestown,42.097,-79.2353,286.18,74,75,3.6,US,1713478833
290,tyukhtet,56.5389,89.3011,279.57,89,100,6.25,RU,1713478836
291,ewo,-0.8725,14.8206,296.08,92,100,1.51,CG,1713478836
292,seka,17.9285,103.9552,300.76,55,22,2.51,TH,1713478837
293,primorskiy,43.0983,131.5875,276.41,91,98,2.59,RU,1713478838
294,gadzhiyevo,69.2551,33.3362,255.51,97,26,2.25,RU,1713478838
295,kongsvinger,60.1905,11.9977,275.52,93,98,1.34,NO,1713478854
296,ugoofaaru,5.6667,73.0,302.2,78,50,4.91,MV,1713478855
297,daokou,35.5639,114.5058,287.68,66,100,2.22,CN,1713478857
298,khanu woralaksaburi,16.0617,99.8606,301.93,54,0,0.55,TH,1713478858
299,coquimbo,-29.9533,-71.3436,289.43,86,4,1.23,CL,1713478604
300,ujae,8.9322,165.7642,300.95,85,70,9.35,MH,1713478859
301,taquara,-29.6506,-50.7806,293.99,76,0,1.44,BR,1713478859
302,nova sintra,14.8667,-24.7167,297.3,81,25,11.22,CV,1713478862
303,komadi,47.0,21.5,279.79,76,71,1.09,HU,1713478863
304,fortuna,40.5982,-124.1573,292.55,75,20,7.72,US,1713478870
305,basoko,1.2391,23.616,296.74,96,98,1.72,CD,1713478870
306,kitui,-1.367,38.0106,291.29,96,90,2.68,KE,1713478871
307,puerto armuelles,8.2833,-82.8667,307.14,57,59,0.45,PA,1713478821
308,krasnogorskoye,52.2953,86.1979,285.42,79,100,3.27,RU,1713478872
309,acucena,-19.0731,-42.5464,296.44,91,69,0.31,BR,1713478872
310,palmer,42.1584,-72.3287,281.06,79,100,3.6,US,1713478887
311,afgooye,2.1381,45.1212,300.52,80,100,3.05,SO,1713478888
312,ad darb,17.7229,42.2526,303.67,62,0,3.32,SA,1713478888
313,sinop,41.7711,34.8709,284.33,92,65,1.12,TR,1713478889
314,ain sukhna,29.6002,32.3167,293.11,77,0,2.43,EG,1713478890
315,marsa alam,25.0757,34.8918,298.84,46,4,3.54,EG,1713478890
316,nadym,65.5333,72.5167,254.8,94,87,7.22,RU,1713478789
317,midoun,33.8081,10.9923,289.07,69,34,5.49,TN,1713478891
318,paicandu,-23.4575,-52.0486,293.52,73,0,3.6,BR,1713478892
319,cabedelo,-6.9811,-34.8339,301.52,79,75,3.76,BR,1713478773
320,zambrow,52.9855,22.2432,276.09,88,100,5.5,PL,1713478894
321,manokwari,-0.8667,134.0833,298.1,88,100,2.36,ID,1713478895
322,coronel dorrego,-38.7187,-61.2873,289.44,59,72,5.71,AR,1713478903
323,roquetas de mar,36.7642,-2.6148,291.27,81,54,3.33,ES,1713478903
324,kununurra,-15.7667,128.7333,294.14,78,100,1.03,AU,1713478903
325,arawa,-6.2132,155.5367,301.86,78,10,0.93,PG,1713478904
326,alesund,62.4723,6.1549,280.24,68,75,3.09,NO,1713478904
327,khanty-mansiysk,61.0042,69.0019,269.21,63,0,3.0,RU,1713478905
328,kalengwa,-13.4659,25.0027,293.92,71,33,2.68,ZM,1713478907
329,guerrero negro,27.9769,-114.0611,291.76,67,45,8.68,MX,1713478758
330,baotou,40.6522,109.8222,285.62,66,100,3.97,CN,1713478640
331,rio branco do sul,-25.19,-49.3142,289.94,94,0,1.54,BR,1713478909
332,tambura,5.6,27.4667,296.14,78,90,2.05,SS,1713478909
333,zhengjiatun,43.5064,123.5064,281.26,32,95,4.88,CN,1713478910
334,salekhard,66.53,66.6019,254.48,89,99,2.24,RU,1713478910
335,mata-utu,-13.2816,-176.1745,302.81,76,38,8.33,WF,1713478913
336,faridabad,28.4333,77.3167,300.29,27,56,4.34,IN,1713478914
337,musafir-khana,26.3667,81.8,305.97,21,36,7.59,IN,1713478921
338,shitanjing,39.2342,106.3439,280.49,92,100,6.55,CN,1713478923
339,howrah,22.5892,88.3103,304.15,55,20,3.09,IN,1713478923
340,xinji,37.9028,115.2036,289.84,58,100,3.13,CN,1713478926
341,fully,46.1385,7.1147,276.29,75,79,0.0,CH,1713478927
342,panaba,21.2833,-88.2667,309.83,26,0,5.94,MX,1713478930
343,hancheng,32.5186,112.3522,288.59,98,100,2.93,CN,1713478934
344,basco,20.4487,121.9702,299.44,83,100,6.58,PH,1713478936
345,kentville,45.0835,-64.4988,282.02,63,32,5.14,CA,1713478936
346,tazacorte,28.629,-17.9293,293.69,66,0,2.57,ES,1713478936
347,nogliki,51.8333,143.1667,273.9,97,100,4.47,RU,1713478944
348,sao tome,0.3365,6.7273,301.42,81,16,2.81,ST,1713478944
349,zdvinsk,54.7021,78.661,284.7,93,95,6.64,RU,1713478946
350,aconibe,1.2968,10.9369,294.66,98,87,0.85,GQ,1713478946
351,vila franca do campo,37.7167,-25.4333,291.42,99,32,2.58,PT,1713478946
352,sarykemer,43.0,71.5,282.86,69,0,3.53,KZ,1713478970
353,lompoc,34.6391,-120.4579,292.0,64,0,5.66,US,1713478970
354,sanming,26.2486,117.6186,293.07,96,100,1.33,CN,1713478970
355,chonchi,-42.6128,-73.8092,284.88,73,63,5.02,CL,1713478972
356,impfondo,1.6381,18.0667,295.65,98,100,1.42,CG,1713478972
357,ramtown,40.1209,-74.1438,283.1,82,100,5.66,US,1713478972
358,norfolk,42.1668,-71.2495,280.7,88,100,2.66,US,1713478973
359,svetlyy,54.675,20.1347,276.18,88,32,3.38,RU,1713478973
360,eydhafushi,5.1033,73.0708,302.22,77,51,5.32,MV,1713478973
361,kolonia town,6.964,158.206,301.21,94,100,2.06,FM,1713478974
362,susuman,62.7833,148.1667,266.14,97,100,0.88,RU,1713478977
363,tidjikja,18.5564,-11.4271,302.11,7,0,4.92,MR,1713478978
364,kribi,2.95,9.9167,300.89,88,79,2.81,CM,1713478978
365,zhelezinka,53.54,75.3072,287.26,79,69,5.63,KZ,1713478979
366,atar,20.5169,-13.0499,302.89,8,68,2.95,MR,1713478981
